SMILES	SMILES_CANONICAL	MOLPORTID	STANDARD_INCHI	INCHIKEY	PRICERANGE_1MG	PRICERANGE_5MG	PRICERANGE_50MG	BEST_LEAD_TIME
NC(=N)N1CCN(CCO)CC1	NC(=N)N1CCN(CCO)CC1	MolPort-000-004-157	InChI=1S/C7H16N4O/c8-7(9)11-3-1-10(2-4-11)5-6-12/h12H,1-6H2,(H3,8,9)	WOTAZBCLPKZQEW-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
OC(=O)C1=CC=CC=C1C1=CC=C(O)C=C1	OC(=O)c1ccccc1-c1ccc(O)cc1	MolPort-000-004-158	InChI=1S/C13H10O3/c14-10-7-5-9(6-8-10)11-3-1-2-4-12(11)13(15)16/h1-8,14H,(H,15,16)	WJRHSYCQNCDYMN-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
OC(=O)C1=CC=C(C=C1)C1=CC(O)=CC=C1	OC(=O)c1ccc(cc1)-c1cccc(O)c1	MolPort-000-004-159	InChI=1S/C13H10O3/c14-12-3-1-2-11(8-12)9-4-6-10(7-5-9)13(15)16/h1-8,14H,(H,15,16)	QYJXLCAJAZHPGK-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
OC(=O)C1=CC(=CC=C1)C1=CC(O)=CC=C1	OC(=O)c1cccc(c1)-c1cccc(O)c1	MolPort-000-004-160	InChI=1S/C13H10O3/c14-12-6-2-4-10(8-12)9-3-1-5-11(7-9)13(15)16/h1-8,14H,(H,15,16)	CTFCUBMVYRSJLK-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
OC(=O)C1=CC=CC=C1C1=CC(O)=CC=C1	OC(=O)c1ccccc1-c1cccc(O)c1	MolPort-000-004-161	InChI=1S/C13H10O3/c14-10-5-3-4-9(8-10)11-6-1-2-7-12(11)13(15)16/h1-8,14H,(H,15,16)	JIKAGDRSOLWVAB-UHFFFAOYSA-N	< 50	< 50	< 50	5
OC1=CC=CC(=C1)C1=CC=CC(C=O)=C1	Oc1cccc(c1)-c1cccc(C=O)c1	MolPort-000-004-162	InChI=1S/C13H10O2/c14-9-10-3-1-4-11(7-10)12-5-2-6-13(15)8-12/h1-9,15H	MFZQXRUPOBECBS-UHFFFAOYSA-N	250 - 500	250 - 500	250 - 500	10
COC(=O)C1=CC(=C(O)C=C1)C(F)(F)F	COC(=O)c1ccc(O)c(c1)C(F)(F)F	MolPort-000-004-167	InChI=1S/C9H7F3O3/c1-15-8(14)5-2-3-7(13)6(4-5)9(10,11)12/h2-4,13H,1H3	WIXKYCQCCJXQPN-UHFFFAOYSA-N	< 50	< 50	< 50	2
COC(=O)C1=CC=C(O)C(C)=C1	COC(=O)c1ccc(O)c(C)c1	MolPort-000-004-169	InChI=1S/C9H10O3/c1-6-5-7(9(11)12-2)3-4-8(6)10/h3-5,10H,1-2H3	QBMHMOKIFSCFCX-UHFFFAOYSA-N	< 50	< 50	< 50	2
COC(=O)C1=CC=C(O)C2=CC=CC=C12	COC(=O)c1ccc(O)c2ccccc12	MolPort-000-004-170	InChI=1S/C12H10O3/c1-15-12(14)10-6-7-11(13)9-5-3-2-4-8(9)10/h2-7,13H,1H3	IVAXJJJTBDVHEA-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	7
COC(=O)C1=NC=CN1	COC(=O)c1ncc[nH]1	MolPort-000-004-171	InChI=1S/C5H6N2O2/c1-9-5(8)4-6-2-3-7-4/h2-3H,1H3,(H,6,7)	JTAQRDQNFANUEK-UHFFFAOYSA-N	< 50	< 50	< 50	5
COC(=O)C1=CC=C(O)C=C1OC	COC(=O)c1ccc(O)cc1OC	MolPort-000-004-172	InChI=1S/C9H10O4/c1-12-8-5-6(10)3-4-7(8)9(11)13-2/h3-5,10H,1-2H3	KCWJRQPHPPKPBK-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
COC(=O)C1=CC=C(O)C=N1	COC(=O)c1ccc(O)cn1	MolPort-000-004-174	InChI=1S/C7H7NO3/c1-11-7(10)6-3-2-5(9)4-8-6/h2-4,9H,1H3	YYAYXDDHGPXWTA-UHFFFAOYSA-N	< 50	< 50	< 50	2
OC1=CC=C2CC(=O)NC2=C1	Oc1ccc2CC(=O)Nc2c1	MolPort-000-004-175	InChI=1S/C8H7NO2/c10-6-2-1-5-3-8(11)9-7(5)4-6/h1-2,4,10H,3H2,(H,9,11)	ZOJZYAPVVOLQQB-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
CC(C)(C)OC(=O)N1CCN[C@@H](CO)C1	CC(C)(C)OC(=O)N1CCN[C@@H](CO)C1	MolPort-000-004-176	InChI=1S/C10H20N2O3/c1-10(2,3)15-9(14)12-5-4-11-8(6-12)7-13/h8,11,13H,4-7H2,1-3H3/t8-/m1/s1	NSILYQWHARROMG-MRVPVSSYSA-N	< 50	< 50	< 50	2
CC(C)(C)OC(=O)N1CCN[C@H](CO)C1	CC(C)(C)OC(=O)N1CCN[C@H](CO)C1	MolPort-000-004-177	InChI=1S/C10H20N2O3/c1-10(2,3)15-9(14)12-5-4-11-8(6-12)7-13/h8,11,13H,4-7H2,1-3H3/t8-/m0/s1	NSILYQWHARROMG-QMMMGPOBSA-N	< 50	< 50	< 50	5
CN(CCO)C1=CC=C(C=C1)C(O)=O	CN(CCO)c1ccc(cc1)C(O)=O	MolPort-000-004-178	InChI=1S/C10H13NO3/c1-11(6-7-12)9-4-2-8(3-5-9)10(13)14/h2-5,12H,6-7H2,1H3,(H,13,14)	WNUGWSVNXGNCTB-UHFFFAOYSA-N	< 50	50 - 100	50 - 100	5
OCC1=CC=C(O1)C1=CC=C(C=C1)C(O)=O	OCc1ccc(o1)-c1ccc(cc1)C(O)=O	MolPort-000-004-179	InChI=1S/C12H10O4/c13-7-10-5-6-11(16-10)8-1-3-9(4-2-8)12(14)15/h1-6,13H,7H2,(H,14,15)	BEZNEPQDECMJAN-UHFFFAOYSA-N	< 50	< 50	null	10
O[C@H]1CCC(=O)NC1	O[C@H]1CCC(=O)NC1	MolPort-000-004-180	InChI=1S/C5H9NO2/c7-4-1-2-5(8)6-3-4/h4,7H,1-3H2,(H,6,8)/t4-/m0/s1	GPRZVNYVEZZOKH-BYPYZUCNSA-N	50 - 100	50 - 100	50 - 100	5
O[C@@H]1CCC(=O)NC1	O[C@@H]1CCC(=O)NC1	MolPort-000-004-181	InChI=1S/C5H9NO2/c7-4-1-2-5(8)6-3-4/h4,7H,1-3H2,(H,6,8)/t4-/m1/s1	GPRZVNYVEZZOKH-SCSAIBSYSA-N	100 - 250	100 - 250	100 - 250	5
CC(C)(C)OC(=O)N1[C@H](CO)COC1(C)C	CC(C)(C)OC(=O)N1[C@H](CO)COC1(C)C	MolPort-000-004-182	InChI=1S/C11H21NO4/c1-10(2,3)16-9(14)12-8(6-13)7-15-11(12,4)5/h8,13H,6-7H2,1-5H3/t8-/m1/s1	DWFOEHLGMZJBAA-MRVPVSSYSA-N	50 - 100	50 - 100	50 - 100	5
OCC1=C(OCC(O)=O)C=CC=C1	OCc1ccccc1OCC(O)=O	MolPort-000-004-183	InChI=1S/C9H10O4/c10-5-7-3-1-2-4-8(7)13-6-9(11)12/h1-4,10H,5-6H2,(H,11,12)	KTFBOHKOJFLUKP-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	7
OCC1=CC=CN1	OCc1ccc[nH]1	MolPort-000-004-185	InChI=1S/C5H7NO/c7-4-5-2-1-3-6-5/h1-3,6-7H,4H2	KORIJXKQGMTQTO-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	10
OCC1=NC=CN1	OCc1ncc[nH]1	MolPort-000-004-187	InChI=1S/C4H6N2O/c7-3-4-5-1-2-6-4/h1-2,7H,3H2,(H,5,6)	ZOMATQMEHRJKLO-UHFFFAOYSA-N	< 50	< 50	50 - 100	2
COC(=O)C1=CC(CO)=CC=C1	COC(=O)c1cccc(CO)c1	MolPort-000-004-188	InChI=1S/C9H10O3/c1-12-9(11)8-4-2-3-7(5-8)6-10/h2-5,10H,6H2,1H3	FGOQWQMPNSYDBL-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
CCOC(=O)C1CC1CO	CCOC(=O)C1CC1CO	MolPort-000-004-189	InChI=1S/C7H12O3/c1-2-10-7(9)6-3-5(6)4-8/h5-6,8H,2-4H2,1H3	AOQBVPPEXCRXAW-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	3
OCC1=CC=CC=C1C1=CC(=CC=C1)C(O)=O	OCc1ccccc1-c1cccc(c1)C(O)=O	MolPort-000-004-191	InChI=1S/C14H12O3/c15-9-12-4-1-2-7-13(12)10-5-3-6-11(8-10)14(16)17/h1-8,15H,9H2,(H,16,17)	LIUSEGRHRKNETK-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	10
OCC1=CC=CC(=C1)C1=CC(=CC=C1)C(O)=O	OCc1cccc(c1)-c1cccc(c1)C(O)=O	MolPort-000-004-192	InChI=1S/C14H12O3/c15-9-10-3-1-4-11(7-10)12-5-2-6-13(8-12)14(16)17/h1-8,15H,9H2,(H,16,17)	SWVDMIKPVOEKNC-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	2
COC(=O)C1=C(C)OC(CO)=C1	COC(=O)c1cc(CO)oc1C	MolPort-000-004-193	InChI=1S/C8H10O4/c1-5-7(8(10)11-2)3-6(4-9)12-5/h3,9H,4H2,1-2H3	PPVYLXZWWRLONV-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	10
OCCOC1=CC=CC(=C1)C(O)=O	OCCOc1cccc(c1)C(O)=O	MolPort-000-004-194	InChI=1S/C9H10O4/c10-4-5-13-8-3-1-2-7(6-8)9(11)12/h1-3,6,10H,4-5H2,(H,11,12)	VETJNXLHVDPVOS-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	10
OC(=O)C1=CC=CC(OC(F)(F)F)=C1O	OC(=O)c1cccc(OC(F)(F)F)c1O	MolPort-000-004-196	InChI=1S/C8H5F3O4/c9-8(10,11)15-5-3-1-2-4(6(5)12)7(13)14/h1-3,12H,(H,13,14)	SDFAGXLFYRIEBD-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	10
OC(=O)C1=CC=CC(=C1O)C(F)(F)F	OC(=O)c1cccc(c1O)C(F)(F)F	MolPort-000-004-197	InChI=1S/C8H5F3O3/c9-8(10,11)5-3-1-2-4(6(5)12)7(13)14/h1-3,12H,(H,13,14)	OLLHFGFVHWLQJO-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	5
COC(=O)C1=CC=C(CO)O1	COC(=O)c1ccc(CO)o1	MolPort-000-004-198	InChI=1S/C7H8O4/c1-10-7(9)6-3-2-5(4-8)11-6/h2-3,8H,4H2,1H3	GCVVHNKBMLQFCY-UHFFFAOYSA-N	< 50	< 50	50 - 100	7
CC(C)(C)C(=O)NC1=C2C=NNC2=CC=C1	CC(C)(C)C(=O)Nc1cccc2[nH]ncc12	MolPort-000-004-201	InChI=1S/C12H15N3O/c1-12(2,3)11(16)14-9-5-4-6-10-8(9)7-13-15-10/h4-7H,1-3H3,(H,13,15)(H,14,16)	VUDQSPZHZOBREG-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
CCOC(=O)CS(=O)(=O)C1=CC=C(O)C=C1	CCOC(=O)CS(=O)(=O)c1ccc(O)cc1	MolPort-000-004-202	InChI=1S/C10H12O5S/c1-2-15-10(12)7-16(13,14)9-5-3-8(11)4-6-9/h3-6,11H,2,7H2,1H3	OXUQFZVZJDLHGC-UHFFFAOYSA-N	< 50	< 50	100 - 250	2
CCOC(=O)C1=CN=C2C(OC)=CC=CC2=C1O	CCOC(=O)c1cnc2c(OC)cccc2c1O	MolPort-000-004-203	InChI=1S/C13H13NO4/c1-3-18-13(16)9-7-14-11-8(12(9)15)5-4-6-10(11)17-2/h4-7H,3H2,1-2H3,(H,14,15)	HCYNWEIHLHVPEW-UHFFFAOYSA-N	< 50	< 50	< 50	2
CC(C)(C)OC(=O)N1CCCC1CO	CC(C)(C)OC(=O)N1CCCC1CO	MolPort-000-004-204	InChI=1S/C10H19NO3/c1-10(2,3)14-9(13)11-6-4-5-8(11)7-12/h8,12H,4-7H2,1-3H3	BFFLLBPMZCIGRM-UHFFFAOYSA-N	< 50	< 50	< 50	2
CC(C)(C)OC(=O)N1CCN(CC1)C1=CC=C(O)C=C1	CC(C)(C)OC(=O)N1CCN(CC1)c1ccc(O)cc1	MolPort-000-004-216	InChI=1S/C15H22N2O3/c1-15(2,3)20-14(19)17-10-8-16(9-11-17)12-4-6-13(18)7-5-12/h4-7,18H,8-11H2,1-3H3	YEHWSWXESXPBOS-UHFFFAOYSA-N	< 50	< 50	< 50	5
CC(C)(C)OC(=O)N1CCN(CC1)C1=CC(O)=CC=C1	CC(C)(C)OC(=O)N1CCN(CC1)c1cccc(O)c1	MolPort-000-004-217	InChI=1S/C15H22N2O3/c1-15(2,3)20-14(19)17-9-7-16(8-10-17)12-5-4-6-13(18)11-12/h4-6,11,18H,7-10H2,1-3H3	MIQHJGPQPMQVOT-UHFFFAOYSA-N	< 50	< 50	< 50	5
CC(C)(C)OC(=O)N1CCN(CC1)C1=C(O)C=CC=C1	CC(C)(C)OC(=O)N1CCN(CC1)c1ccccc1O	MolPort-000-004-218	InChI=1S/C15H22N2O3/c1-15(2,3)20-14(19)17-10-8-16(9-11-17)12-6-4-5-7-13(12)18/h4-7,18H,8-11H2,1-3H3	YSJQUDZWTWSGNT-UHFFFAOYSA-N	< 50	< 50	< 50	5
CCOC(=O)C1=C(N=C(O)N=C1)C(F)(F)F	CCOC(=O)c1cnc(O)nc1C(F)(F)F	MolPort-000-004-222	InChI=1S/C8H7F3N2O3/c1-2-16-6(14)4-3-12-7(15)13-5(4)8(9,10)11/h3H,2H2,1H3,(H,12,13,15)	NDYMZBLTCALOTK-UHFFFAOYSA-N	< 50	< 50	< 50	3
CC(C)(C)OC(=O)N1CCCC[C@@H]1CO	CC(C)(C)OC(=O)N1CCCC[C@@H]1CO	MolPort-000-004-223	InChI=1S/C11H21NO3/c1-11(2,3)15-10(14)12-7-5-4-6-9(12)8-13/h9,13H,4-8H2,1-3H3/t9-/m1/s1	PZTAGFCBNDBBFZ-SECBINFHSA-N	< 50	< 50	< 50	2
CC(C)(C)OC(=O)N1CCCC[C@H]1CO	CC(C)(C)OC(=O)N1CCCC[C@H]1CO	MolPort-000-004-224	InChI=1S/C11H21NO3/c1-11(2,3)15-10(14)12-7-5-4-6-9(12)8-13/h9,13H,4-8H2,1-3H3/t9-/m0/s1	PZTAGFCBNDBBFZ-VIFPVBQESA-N	< 50	< 50	< 50	2
CC(C)(C)OC(=O)N1C(O)=NC2=CC=CC=C12	CC(C)(C)OC(=O)n1c(O)nc2ccccc12	MolPort-000-004-225	InChI=1S/C12H14N2O3/c1-12(2,3)17-11(16)14-9-7-5-4-6-8(9)13-10(14)15/h4-7H,1-3H3,(H,13,15)	GMUWCTKADZFKLT-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
CC(=O)C1=COC2=C1C=C(O)C1=C2C=CC=C1	CC(=O)c1coc2c1cc(O)c1ccccc21	MolPort-000-004-227	InChI=1S/C14H10O3/c1-8(15)12-7-17-14-10-5-3-2-4-9(10)13(16)6-11(12)14/h2-7,16H,1H3	WYMLGCDOZHERKB-UHFFFAOYSA-N	< 50	< 50	50 - 100	7
OCCN1N=C(C(O)=O)C2=CC=CC=C2C1=O	OCCn1nc(C(O)=O)c2ccccc2c1=O	MolPort-000-004-229	InChI=1S/C11H10N2O4/c14-6-5-13-10(15)8-4-2-1-3-7(8)9(12-13)11(16)17/h1-4,14H,5-6H2,(H,16,17)	FDYWMLCMENHFNT-UHFFFAOYSA-N	< 50	< 50	< 50	10
Cl.CCOC(=O)C1=CC=C(NN)C=C1	Cl.CCOC(=O)c1ccc(NN)cc1	MolPort-000-004-231	InChI=1S/C9H12N2O2.ClH/c1-2-13-9(12)7-3-5-8(11-10)6-4-7;/h3-6,11H,2,10H2,1H3;1H	BTZOWQCBGLZWSD-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
CC(C)(C)OC(=O)N1CCNC(C1)C1=CC(O)=CC=C1	CC(C)(C)OC(=O)N1CCNC(C1)c1cccc(O)c1	MolPort-000-004-232	InChI=1S/C15H22N2O3/c1-15(2,3)20-14(19)17-8-7-16-13(10-17)11-5-4-6-12(18)9-11/h4-6,9,13,16,18H,7-8,10H2,1-3H3	RSPKBJLYYKOYLJ-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	7
OCC1CCCCN1C(=O)OCC1=CC=CC=C1	OCC1CCCCN1C(=O)OCc1ccccc1	MolPort-000-004-234	InChI=1S/C14H19NO3/c16-10-13-8-4-5-9-15(13)14(17)18-11-12-6-2-1-3-7-12/h1-3,6-7,13,16H,4-5,8-11H2	UDGDHNGWPNSYCD-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
CC1=CC=C2N=CC(C(O)=O)=C(O)C2=C1	Cc1ccc2ncc(C(O)=O)c(O)c2c1	MolPort-000-004-235	InChI=1S/C11H9NO3/c1-6-2-3-9-7(4-6)10(13)8(5-12-9)11(14)15/h2-5H,1H3,(H,12,13)(H,14,15)	MBHYBSDKDMRZAA-UHFFFAOYSA-N	< 50	< 50	< 50	10
CCOC(=O)C1=C(O)C2=CN=CC=C2N=C1	CCOC(=O)c1cnc2ccncc2c1O	MolPort-000-004-240	InChI=1S/C11H10N2O3/c1-2-16-11(15)8-6-13-9-3-4-12-5-7(9)10(8)14/h3-6H,2H2,1H3,(H,13,14)	DAYVNSVJVHCJAV-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
NNC1=CC=C(N=N1)C1=C(O)C=CC=C1	NNc1ccc(nn1)-c1ccccc1O	MolPort-000-004-241	InChI=1S/C10H10N4O/c11-12-10-6-5-8(13-14-10)7-3-1-2-4-9(7)15/h1-6,15H,11H2,(H,12,14)	FQAVRLYSVOWADY-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
OCCN1C(=O)C=CC1=O	OCCN1C(=O)C=CC1=O	MolPort-000-004-242	InChI=1S/C6H7NO3/c8-4-3-7-5(9)1-2-6(7)10/h1-2,8H,3-4H2	AXTADRUCVAUCRS-UHFFFAOYSA-N	< 50	< 50	< 50	2
OC(=O)C1=CNC=C1	OC(=O)c1cc[nH]c1	MolPort-000-004-243	InChI=1S/C5H5NO2/c7-5(8)4-1-2-6-3-4/h1-3,6H,(H,7,8)	DOYOPBSXEIZLRE-UHFFFAOYSA-N	< 50	< 50	< 50	2
OC1=C2N=CNC2=CC=C1	Oc1cccc2[nH]cnc12	MolPort-000-004-244	InChI=1S/C7H6N2O/c10-6-3-1-2-5-7(6)9-4-8-5/h1-4,10H,(H,8,9)	DODRSIDSXPMYQJ-UHFFFAOYSA-N	< 50	< 50	< 50	5
OC(=O)C1=CN=CN1	OC(=O)c1cnc[nH]1	MolPort-000-004-245	InChI=1S/C4H4N2O2/c7-4(8)3-1-5-2-6-3/h1-2H,(H,5,6)(H,7,8)	NKWCGTOZTHZDHB-UHFFFAOYSA-N	< 50	< 50	< 50	2
CCOC(=O)C1=C(O)N=CN=C1	CCOC(=O)c1cncnc1O	MolPort-000-004-246	InChI=1S/C7H8N2O3/c1-2-12-7(11)5-3-8-4-9-6(5)10/h3-4H,2H2,1H3,(H,8,9,10)	PLMIZYMXBHSARX-UHFFFAOYSA-N	< 50	< 50	< 50	2
CCOC(=O)C1=CC=C(NN)C=C1	CCOC(=O)c1ccc(NN)cc1	MolPort-000-004-247	InChI=1S/C9H12N2O2/c1-2-13-9(12)7-3-5-8(11-10)6-4-7/h3-6,11H,2,10H2,1H3	JYYDHGMTXHCSKZ-UHFFFAOYSA-N	< 50	< 50	50 - 100	5
CC(=O)C1=C(C)OC2=CC=C(O)C=C12	CC(=O)c1c(C)oc2ccc(O)cc12	MolPort-000-004-249	InChI=1S/C11H10O3/c1-6(12)11-7(2)14-10-4-3-8(13)5-9(10)11/h3-5,13H,1-2H3	SPVYQEMDTUNTIB-UHFFFAOYSA-N	< 50	< 50	50 - 100	5
CCOC(=O)C1=CC(O)=CN=C1	CCOC(=O)c1cncc(O)c1	MolPort-000-004-250	InChI=1S/C8H9NO3/c1-2-12-8(11)6-3-7(10)5-9-4-6/h3-5,10H,2H2,1H3	LFDNUOROKFFJLE-UHFFFAOYSA-N	< 50	< 50	< 50	2
NNC1=NC2=C(O)C=CC=C2C=C1	NNc1ccc2cccc(O)c2n1	MolPort-000-004-251	InChI=1S/C9H9N3O/c10-12-8-5-4-6-2-1-3-7(13)9(6)11-8/h1-5,13H,10H2,(H,11,12)	FKQJACHAEBSDHQ-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CCOC(=O)C1=NC2=CC=CC=C2N1	CCOC(=O)c1nc2ccccc2[nH]1	MolPort-000-004-252	InChI=1S/C10H10N2O2/c1-2-14-10(13)9-11-7-5-3-4-6-8(7)12-9/h3-6H,2H2,1H3,(H,11,12)	NMYSVCYIPOCLEC-UHFFFAOYSA-N	< 50	< 50	< 50	2
NC(=O)C1CCN(CCO)CC1	NC(=O)C1CCN(CCO)CC1	MolPort-000-004-253	InChI=1S/C8H16N2O2/c9-8(12)7-1-3-10(4-2-7)5-6-11/h7,11H,1-6H2,(H2,9,12)	HFAZHUOYHRQBBB-UHFFFAOYSA-N	50 - 100	50 - 100	100 - 250	5
OCCN1C=CC(=O)NC1=O	OCCn1ccc(=O)[nH]c1=O	MolPort-000-004-254	InChI=1S/C6H8N2O3/c9-4-3-8-2-1-5(10)7-6(8)11/h1-2,9H,3-4H2,(H,7,10,11)	WPOIKUYNYCMJLT-UHFFFAOYSA-N	< 50	< 50	< 50	5
Cl.NC(=N)C1=CC=C(O)C=C1	Cl.NC(=N)c1ccc(O)cc1	MolPort-000-004-255	InChI=1S/C7H8N2O.ClH/c8-7(9)5-1-3-6(10)4-2-5;/h1-4,10H,(H3,8,9);1H	VHVJRSVTZPYXEH-UHFFFAOYSA-N	< 50	< 50	< 50	2
CCOC(=O)C1=NNC2=CC=CC=C12	CCOC(=O)c1n[nH]c2ccccc12	MolPort-000-004-256	InChI=1S/C10H10N2O2/c1-2-14-10(13)9-7-5-3-4-6-8(7)11-12-9/h3-6H,2H2,1H3,(H,11,12)	YLKPTYMNELPKOL-UHFFFAOYSA-N	< 50	< 50	< 50	2
OC(=O)C1=C2N=CNC2=CC=C1	OC(=O)c1cccc2[nH]cnc12	MolPort-000-004-257	InChI=1S/C8H6N2O2/c11-8(12)5-2-1-3-6-7(5)10-4-9-6/h1-4H,(H,9,10)(H,11,12)	VVQNAFBGAWCMLU-UHFFFAOYSA-N	< 50	< 50	< 50	2
OC1=CC=CC2=C1CCC(=O)N2	Oc1cccc2NC(=O)CCc12	MolPort-000-004-258	InChI=1S/C9H9NO2/c11-8-3-1-2-7-6(8)4-5-9(12)10-7/h1-3,11H,4-5H2,(H,10,12)	UTTJAIFHRUAFED-UHFFFAOYSA-N	< 50	< 50	< 50	5
NNC1CS(=O)(=O)CC1O	NNC1CS(=O)(=O)CC1O	MolPort-000-004-259	InChI=1S/C4H10N2O3S/c5-6-3-1-10(8,9)2-4(3)7/h3-4,6-7H,1-2,5H2	FXKXZRPSVKHXOZ-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	7
OC(CC1=CC=CN=C1)C(O)=O	OC(Cc1cccnc1)C(O)=O	MolPort-000-004-260	InChI=1S/C8H9NO3/c10-7(8(11)12)4-6-2-1-3-9-5-6/h1-3,5,7,10H,4H2,(H,11,12)	WPGXGEDJKQOMAV-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	10
CC(C)(C)OC(=O)N1CC[C@@H](CO)C1	CC(C)(C)OC(=O)N1CC[C@@H](CO)C1	MolPort-000-004-261	InChI=1S/C10H19NO3/c1-10(2,3)14-9(13)11-5-4-8(6-11)7-12/h8,12H,4-7H2,1-3H3/t8-/m1/s1	HKIGXXRMJFUUKV-MRVPVSSYSA-N	< 50	< 50	< 50	5
CC(C)(C)OC(=O)N1CC[C@H](CO)C1	CC(C)(C)OC(=O)N1CC[C@H](CO)C1	MolPort-000-004-262	InChI=1S/C10H19NO3/c1-10(2,3)14-9(13)11-5-4-8(6-11)7-12/h8,12H,4-7H2,1-3H3/t8-/m0/s1	HKIGXXRMJFUUKV-QMMMGPOBSA-N	< 50	< 50	< 50	2
Cl.CCOC(=O)C1=CC(NN)=CC=C1	Cl.CCOC(=O)c1cccc(NN)c1	MolPort-000-004-263	InChI=1S/C9H12N2O2.ClH/c1-2-13-9(12)7-4-3-5-8(6-7)11-10;/h3-6,11H,2,10H2,1H3;1H	YMKGDNLSBACMSE-UHFFFAOYSA-N	< 50	50 - 100	100 - 250	5
OC(=O)C1(CCCC1)C1=CC=C(O)C=C1	OC(=O)C1(CCCC1)c1ccc(O)cc1	MolPort-000-004-264	InChI=1S/C12H14O3/c13-10-5-3-9(4-6-10)12(11(14)15)7-1-2-8-12/h3-6,13H,1-2,7-8H2,(H,14,15)	WEFJDJWOBAKQOU-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CC(C)(C)OC(=O)NC1CCCC(O)C1	CC(C)(C)OC(=O)NC1CCCC(O)C1	MolPort-000-004-266	InChI=1S/C11H21NO3/c1-11(2,3)15-10(14)12-8-5-4-6-9(13)7-8/h8-9,13H,4-7H2,1-3H3,(H,12,14)	IUKYKMHCKDLTJC-UHFFFAOYSA-N	< 50	< 50	< 50	2
COC(=O)CC(=O)C1=C(O)C=C(OC)C=C1	COC(=O)CC(=O)c1ccc(OC)cc1O	MolPort-000-004-267	InChI=1S/C11H12O5/c1-15-7-3-4-8(9(12)5-7)10(13)6-11(14)16-2/h3-5,12H,6H2,1-2H3	AZJQOYPDNARFMM-UHFFFAOYSA-N	100 - 250	100 - 250	100 - 250	5
CC(C)(C)OC(=O)NC1=C(CO)C=CC=N1	CC(C)(C)OC(=O)Nc1ncccc1CO	MolPort-000-004-268	InChI=1S/C11H16N2O3/c1-11(2,3)16-10(15)13-9-8(7-14)5-4-6-12-9/h4-6,14H,7H2,1-3H3,(H,12,13,15)	KSYLRXQTEZEGQP-UHFFFAOYSA-N	50 - 100	50 - 100	50 - 100	5
COC1=CC=C2N=CC(C(O)=O)=C(O)C2=C1	COc1ccc2ncc(C(O)=O)c(O)c2c1	MolPort-000-004-269	InChI=1S/C11H9NO4/c1-16-6-2-3-9-7(4-6)10(13)8(5-12-9)11(14)15/h2-5H,1H3,(H,12,13)(H,14,15)	YUXLPEGMXYHPCZ-UHFFFAOYSA-N	< 50	< 50	< 50	3
COC(=O)CC1=C(O)C=CC=C1	COC(=O)Cc1ccccc1O	MolPort-000-004-270	InChI=1S/C9H10O3/c1-12-9(11)6-7-4-2-3-5-8(7)10/h2-5,10H,6H2,1H3	BVBSGGBDFJUSIH-UHFFFAOYSA-N	< 50	< 50	< 50	2
CC1=CC=C(C=C1)C(O)C(O)=O	Cc1ccc(cc1)C(O)C(O)=O	MolPort-000-004-271	InChI=1S/C9H10O3/c1-6-2-4-7(5-3-6)8(10)9(11)12/h2-5,8,10H,1H3,(H,11,12)	SFGURAWGCAPHON-UHFFFAOYSA-N	< 50	< 50	50 - 100	2
CCOC(=O)C1=C(C)OC2=CC=C(O)C=C12	CCOC(=O)c1c(C)oc2ccc(O)cc12	MolPort-000-004-272	InChI=1S/C12H12O4/c1-3-15-12(14)11-7(2)16-10-5-4-8(13)6-9(10)11/h4-6,13H,3H2,1-2H3	KSNVFCJUBJUTPF-UHFFFAOYSA-N	< 50	< 50	< 50	7
