SMILES	SMILES_CANONICAL	MOLPORTID	STANDARD_INCHI	INCHIKEY	PRICERANGE_1MG	PRICERANGE_5MG	PRICERANGE_50MG	BEST_LEAD_TIME
ClC1=C(CNC2=NNC=N2)C=CC=C1	Clc1ccccc1CNc1nc[nH]n1	MolPort-000-121-726	InChI=1S/C9H9ClN4/c10-8-4-2-1-3-7(8)5-11-9-12-6-13-14-9/h1-4,6H,5H2,(H2,11,12,13,14)	QBNVXKDMCGYOOB-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
ClC1=CC=CC(CNC2=NNC=N2)=C1Cl	Clc1cccc(CNc2nc[nH]n2)c1Cl	MolPort-000-121-727	InChI=1S/C9H8Cl2N4/c10-7-3-1-2-6(8(7)11)4-12-9-13-5-14-15-9/h1-3,5H,4H2,(H2,12,13,14,15)	ZTFDGRDSNSLFHG-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
ClC1=CC=C(CNC2=NNC=N2)C=C1Cl	Clc1ccc(CNc2nc[nH]n2)cc1Cl	MolPort-000-121-728	InChI=1S/C9H8Cl2N4/c10-7-2-1-6(3-8(7)11)4-12-9-13-5-14-15-9/h1-3,5H,4H2,(H2,12,13,14,15)	IURXOAJOANHGAI-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CCN(CC)C1=CC=C(CNC2=NNC=N2)C=C1	CCN(CC)c1ccc(CNc2nc[nH]n2)cc1	MolPort-000-121-729	InChI=1S/C13H19N5/c1-3-18(4-2)12-7-5-11(6-8-12)9-14-13-15-10-16-17-13/h5-8,10H,3-4,9H2,1-2H3,(H2,14,15,16,17)	SEYAPKPVDOCENV-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CSC1=CC=C(CNC2=NNC=N2)C=C1	CSc1ccc(CNc2nc[nH]n2)cc1	MolPort-000-121-730	InChI=1S/C10H12N4S/c1-15-9-4-2-8(3-5-9)6-11-10-12-7-13-14-10/h2-5,7H,6H2,1H3,(H2,11,12,13,14)	KTVZLUVFICWNRI-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
ClC1=CC=CC(CNC2=CC=C(C=C2)N2CCOCC2)=C1Cl	Clc1cccc(CNc2ccc(cc2)N2CCOCC2)c1Cl	MolPort-000-121-731	InChI=1S/C17H18Cl2N2O/c18-16-3-1-2-13(17(16)19)12-20-14-4-6-15(7-5-14)21-8-10-22-11-9-21/h1-7,20H,8-12H2	IKLWGFPKZSMFSY-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=C(CNC2=CC(Cl)=C(C=C2)N2CCOCC2)C=CC=C1	Cc1ccccc1CNc1ccc(N2CCOCC2)c(Cl)c1	MolPort-000-121-732	InChI=1S/C18H21ClN2O/c1-14-4-2-3-5-15(14)13-20-16-6-7-18(17(19)12-16)21-8-10-22-11-9-21/h2-7,12,20H,8-11,13H2,1H3	HSGGPXOFAMGJFK-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
ClC1=CC=CC(CNC2=CC=C3NC(=O)NC3=C2)=C1Cl	Clc1cccc(CNc2ccc3[nH]c(=O)[nH]c3c2)c1Cl	MolPort-000-121-733	InChI=1S/C14H11Cl2N3O/c15-10-3-1-2-8(13(10)16)7-17-9-4-5-11-12(6-9)19-14(20)18-11/h1-6,17H,7H2,(H2,18,19,20)	ZVHDWZVPGVWKMI-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
ClC1=CC=C(CNC2=CC=C3NC(=O)NC3=C2)C=C1Cl	Clc1ccc(CNc2ccc3[nH]c(=O)[nH]c3c2)cc1Cl	MolPort-000-121-734	InChI=1S/C14H11Cl2N3O/c15-10-3-1-8(5-11(10)16)7-17-9-2-4-12-13(6-9)19-14(20)18-12/h1-6,17H,7H2,(H2,18,19,20)	HVYPUHVRVVLWMA-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=CC(CNC2=NNN=N2)=CC=C1OCC1=CC=C(C)C=C1	COc1cc(CNc2nn[nH]n2)ccc1OCc1ccc(C)cc1	MolPort-000-121-735	InChI=1S/C17H19N5O2/c1-12-3-5-13(6-4-12)11-24-15-8-7-14(9-16(15)23-2)10-18-17-19-21-22-20-17/h3-9H,10-11H2,1-2H3,(H2,18,19,20,21,22)	GCNRVJJIBAZUJJ-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=CC(CNC2=NNN=N2)=CC=C1OCC1=C(C)C=CC=C1	COc1cc(CNc2nn[nH]n2)ccc1OCc1ccccc1C	MolPort-000-121-736	InChI=1S/C17H19N5O2/c1-12-5-3-4-6-14(12)11-24-15-8-7-13(9-16(15)23-2)10-18-17-19-21-22-20-17/h3-9H,10-11H2,1-2H3,(H2,18,19,20,21,22)	GWZROOMHUYPJSJ-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=CC(CNC2=NNN=N2)=CC=C1OCC1=CC(Cl)=CC=C1	COc1cc(CNc2nn[nH]n2)ccc1OCc1cccc(Cl)c1	MolPort-000-121-737	InChI=1S/C16H16ClN5O2/c1-23-15-8-11(9-18-16-19-21-22-20-16)5-6-14(15)24-10-12-3-2-4-13(17)7-12/h2-8H,9-10H2,1H3,(H2,18,19,20,21,22)	PEMVLEOZEFVSRS-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
ClC1=CC=CC(CNC2=NNN=N2)=C1	Clc1cccc(CNc2nn[nH]n2)c1	MolPort-000-121-738	InChI=1S/C8H8ClN5/c9-7-3-1-2-6(4-7)5-10-8-11-13-14-12-8/h1-4H,5H2,(H2,10,11,12,13,14)	ULISKQZVGRTVTB-UHFFFAOYSA-N	< 50	50 - 100	null	12
CCN(CC)C1=CC=C(CNC2=NNN=N2)C=C1	CCN(CC)c1ccc(CNc2nn[nH]n2)cc1	MolPort-000-121-739	InChI=1S/C12H18N6/c1-3-18(4-2)11-7-5-10(6-8-11)9-13-12-14-16-17-15-12/h5-8H,3-4,9H2,1-2H3,(H2,13,14,15,16,17)	DRQJKCGCLFBEFL-UHFFFAOYSA-N	< 50	50 - 100	null	12
COC1=C(OCC2=CC(C)=CC=C2)C=CC(CNCC2CCCO2)=C1	COc1cc(CNCC2CCCO2)ccc1OCc1cccc(C)c1	MolPort-000-121-740	InChI=1S/C21H27NO3/c1-16-5-3-6-18(11-16)15-25-20-9-8-17(12-21(20)23-2)13-22-14-19-7-4-10-24-19/h3,5-6,8-9,11-12,19,22H,4,7,10,13-15H2,1-2H3	SIHMHIXGRSYBON-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(OCC2=CC=C(C)C=C2)C=CC(CNCC2CCCO2)=C1	COc1cc(CNCC2CCCO2)ccc1OCc1ccc(C)cc1	MolPort-000-121-741	InChI=1S/C21H27NO3/c1-16-5-7-17(8-6-16)15-25-20-10-9-18(12-21(20)23-2)13-22-14-19-4-3-11-24-19/h5-10,12,19,22H,3-4,11,13-15H2,1-2H3	GYVPYNSQDOKYOU-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(OCC2=C(C)C=CC=C2)C=CC(CNCC2CCCO2)=C1	COc1cc(CNCC2CCCO2)ccc1OCc1ccccc1C	MolPort-000-121-742	InChI=1S/C21H27NO3/c1-16-6-3-4-7-18(16)15-25-20-10-9-17(12-21(20)23-2)13-22-14-19-8-5-11-24-19/h3-4,6-7,9-10,12,19,22H,5,8,11,13-15H2,1-2H3	OJUANOLFTSFWMX-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
ClC1=CC=CC(CNCC2CCCO2)=C1Cl	Clc1cccc(CNCC2CCCO2)c1Cl	MolPort-000-121-743	InChI=1S/C12H15Cl2NO/c13-11-5-1-3-9(12(11)14)7-15-8-10-4-2-6-16-10/h1,3,5,10,15H,2,4,6-8H2	OWBZUMFNTRZPAU-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
ClC1=CC=CC(CNCC2=CC=CS2)=C1	Clc1cccc(CNCc2cccs2)c1	MolPort-000-121-744	InChI=1S/C12H12ClNS/c13-11-4-1-3-10(7-11)8-14-9-12-5-2-6-15-12/h1-7,14H,8-9H2	VAHYGZPDVIWFJP-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
ClC1=CC=CC(CNCC2=CC=CS2)=C1Cl	Clc1cccc(CNCc2cccs2)c1Cl	MolPort-000-121-745	InChI=1S/C12H11Cl2NS/c13-11-5-1-3-9(12(11)14)7-15-8-10-4-2-6-16-10/h1-6,15H,7-8H2	FEPYDEPMXNIQBV-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=C(CNCC2=CC=CS2)C=CC=C1	Cc1ccccc1CNCc1cccs1	MolPort-000-121-746	InChI=1S/C13H15NS/c1-11-5-2-3-6-12(11)9-14-10-13-7-4-8-15-13/h2-8,14H,9-10H2,1H3	UIYQUCPHJPXNMG-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
ClC1=CC=C(CNCC2=CC3=C(OCO3)C=C2)C=C1Cl	Clc1ccc(CNCc2ccc3OCOc3c2)cc1Cl	MolPort-000-121-747	InChI=1S/C15H13Cl2NO2/c16-12-3-1-10(5-13(12)17)7-18-8-11-2-4-14-15(6-11)20-9-19-14/h1-6,18H,7-9H2	FCIWLQIEFXWFAU-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CN1N=NN=C1SCCNCC1=C(Cl)C=CC=C1	Cn1nnnc1SCCNCc1ccccc1Cl	MolPort-000-121-748	InChI=1S/C11H14ClN5S/c1-17-11(14-15-16-17)18-7-6-13-8-9-4-2-3-5-10(9)12/h2-5,13H,6-8H2,1H3	USXKNIHECQCJDF-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CN1N=NN=C1SCCNCC1=CC(Cl)=CC=C1	Cn1nnnc1SCCNCc1cccc(Cl)c1	MolPort-000-121-749	InChI=1S/C11H14ClN5S/c1-17-11(14-15-16-17)18-6-5-13-8-9-3-2-4-10(12)7-9/h2-4,7,13H,5-6,8H2,1H3	QQERCPNONLKOBU-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CN1N=NN=C1SCCNCC1=C(Cl)C(Cl)=CC=C1	Cn1nnnc1SCCNCc1cccc(Cl)c1Cl	MolPort-000-121-750	InChI=1S/C11H13Cl2N5S/c1-18-11(15-16-17-18)19-6-5-14-7-8-3-2-4-9(12)10(8)13/h2-4,14H,5-7H2,1H3	HTFVFCPIJPFZMP-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CN1N=NN=C1SCCNCC1=CC=C(Cl)C(Cl)=C1	Cn1nnnc1SCCNCc1ccc(Cl)c(Cl)c1	MolPort-000-121-751	InChI=1S/C11H13Cl2N5S/c1-18-11(15-16-17-18)19-5-4-14-7-8-2-3-9(12)10(13)6-8/h2-3,6,14H,4-5,7H2,1H3	HJLUYYRIPVBDGF-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CN1N=NN=C1SCCNCC1=C(C)C=CC=C1	Cc1ccccc1CNCCSc1nnnn1C	MolPort-000-121-752	InChI=1S/C12H17N5S/c1-10-5-3-4-6-11(10)9-13-7-8-18-12-14-15-16-17(12)2/h3-6,13H,7-9H2,1-2H3	LFVSLUDGRPCVKH-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=CC(CNC2=NN=NN2C)=CC=C1OCC1=CC(C)=CC=C1	COc1cc(CNc2nnnn2C)ccc1OCc1cccc(C)c1	MolPort-000-121-753	InChI=1S/C18H21N5O2/c1-13-5-4-6-15(9-13)12-25-16-8-7-14(10-17(16)24-3)11-19-18-20-21-22-23(18)2/h4-10H,11-12H2,1-3H3,(H,19,20,22)	XXKVXHUHYRWPFR-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=CC(CNC2=NN=NN2C)=CC=C1OCC1=CC=C(C)C=C1	COc1cc(CNc2nnnn2C)ccc1OCc1ccc(C)cc1	MolPort-000-121-754	InChI=1S/C18H21N5O2/c1-13-4-6-14(7-5-13)12-25-16-9-8-15(10-17(16)24-3)11-19-18-20-21-22-23(18)2/h4-10H,11-12H2,1-3H3,(H,19,20,22)	AQEDVLBFLPPBTG-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=CC(CNC2=NN=NN2C)=CC=C1OCC1=C(C)C=CC=C1	COc1cc(CNc2nnnn2C)ccc1OCc1ccccc1C	MolPort-000-121-755	InChI=1S/C18H21N5O2/c1-13-6-4-5-7-15(13)12-25-16-9-8-14(10-17(16)24-3)11-19-18-20-21-22-23(18)2/h4-10H,11-12H2,1-3H3,(H,19,20,22)	FVDRSVSSOINWDI-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CCN(CC)CCNCC1=CC=C(C)S1	CCN(CC)CCNCc1ccc(C)s1	MolPort-000-121-756	InChI=1S/C12H22N2S/c1-4-14(5-2)9-8-13-10-12-7-6-11(3)15-12/h6-7,13H,4-5,8-10H2,1-3H3	IGDITUDVGLKASD-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=CC=C(CNC2CCCCCC2)S1	Cc1ccc(CNC2CCCCCC2)s1	MolPort-000-121-757	InChI=1S/C13H21NS/c1-11-8-9-13(15-11)10-14-12-6-4-2-3-5-7-12/h8-9,12,14H,2-7,10H2,1H3	WJTCOLGYVBDOPC-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CCOC1=CC(CNCCN2CCOCC2)=CC(Cl)=C1OCC	CCOc1cc(CNCCN2CCOCC2)cc(Cl)c1OCC	MolPort-000-121-758	InChI=1S/C17H27ClN2O3/c1-3-22-16-12-14(11-15(18)17(16)23-4-2)13-19-5-6-20-7-9-21-10-8-20/h11-12,19H,3-10,13H2,1-2H3	ALURIORCXYGRTO-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CCOC1=C(OCC)C=C(CNCCN2CCOCC2)C=C1	CCOc1ccc(CNCCN2CCOCC2)cc1OCC	MolPort-000-121-759	InChI=1S/C17H28N2O3/c1-3-21-16-6-5-15(13-17(16)22-4-2)14-18-7-8-19-9-11-20-12-10-19/h5-6,13,18H,3-4,7-12,14H2,1-2H3	AHRANAQPLOVKSF-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CCOC1=CC(CNC2=NN=NN2C)=CC=C1OC	CCOc1cc(CNc2nnnn2C)ccc1OC	MolPort-000-121-760	InChI=1S/C12H17N5O2/c1-4-19-11-7-9(5-6-10(11)18-3)8-13-12-14-15-16-17(12)2/h5-7H,4,8H2,1-3H3,(H,13,14,16)	LKQMGQYEZQNCLW-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=CC(CNC2=NN=NN2C)=CC(Cl)=C1OC	COc1cc(CNc2nnnn2C)cc(Cl)c1OC	MolPort-000-121-761	InChI=1S/C11H14ClN5O2/c1-17-11(14-15-16-17)13-6-7-4-8(12)10(19-3)9(5-7)18-2/h4-5H,6H2,1-3H3,(H,13,14,16)	PPFZBCBMGOEYFX-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=CC(CNCCN2CCOCC2)=CC(Cl)=C1OC	COc1cc(CNCCN2CCOCC2)cc(Cl)c1OC	MolPort-000-121-762	InChI=1S/C15H23ClN2O3/c1-19-14-10-12(9-13(16)15(14)20-2)11-17-3-4-18-5-7-21-8-6-18/h9-10,17H,3-8,11H2,1-2H3	LODCFFRVGUGLMJ-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
C(NC1CCCCCCC1)C1=CC=CS1	C(NC1CCCCCCC1)c1cccs1	MolPort-000-121-763	InChI=1S/C13H21NS/c1-2-4-7-12(8-5-3-1)14-11-13-9-6-10-15-13/h6,9-10,12,14H,1-5,7-8,11H2	AYAJDXFMBLNTBK-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
C(NC1CCCCCCC1)C1=CC=NC=C1	C(NC1CCCCCCC1)c1ccncc1	MolPort-000-121-764	InChI=1S/C14H22N2/c1-2-4-6-14(7-5-3-1)16-12-13-8-10-15-11-9-13/h8-11,14,16H,1-7,12H2	SJTRSHUEQIZNGE-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
C(NCC1=CC=CO1)\C=C\C1=CC=CC=C1	C(NCc1ccco1)\C=C\c1ccccc1	MolPort-000-121-765	InChI=1S/C14H15NO/c1-2-6-13(7-3-1)8-4-10-15-12-14-9-5-11-16-14/h1-9,11,15H,10,12H2/b8-4+	WDHMAQBFXIZWTE-XBXARRHUSA-N	< 50	< 50	50 - 100	10
COC1=C(OCC2=CC=C(F)C=C2)C=CC(CNCC2=CC=CO2)=C1	COc1cc(CNCc2ccco2)ccc1OCc1ccc(F)cc1	MolPort-000-121-766	InChI=1S/C20H20FNO3/c1-23-20-11-16(12-22-13-18-3-2-10-24-18)6-9-19(20)25-14-15-4-7-17(21)8-5-15/h2-11,22H,12-14H2,1H3	OQWLIPMVWJIXPM-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(OCC2=C(F)C=CC=C2)C=CC(CNCC2=CC=CO2)=C1	COc1cc(CNCc2ccco2)ccc1OCc1ccccc1F	MolPort-000-121-767	InChI=1S/C20H20FNO3/c1-23-20-11-15(12-22-13-17-6-4-10-24-17)8-9-19(20)25-14-16-5-2-3-7-18(16)21/h2-11,22H,12-14H2,1H3	BHKIQMVEUSGSBK-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(OCC(=O)NC(C)(C)C)C=CC(CNCC2=CC=CO2)=C1	COc1cc(CNCc2ccco2)ccc1OCC(=O)NC(C)(C)C	MolPort-000-121-768	InChI=1S/C19H26N2O4/c1-19(2,3)21-18(22)13-25-16-8-7-14(10-17(16)23-4)11-20-12-15-6-5-9-24-15/h5-10,20H,11-13H2,1-4H3,(H,21,22)	ONQSYHNESYDEJR-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
C=CCOC1=CC=C(CNCC2=CC=CO2)C=C1	C=CCOc1ccc(CNCc2ccco2)cc1	MolPort-000-121-769	InChI=1S/C15H17NO2/c1-2-9-17-14-7-5-13(6-8-14)11-16-12-15-4-3-10-18-15/h2-8,10,16H,1,9,11-12H2	KXXMJKWJIPZINJ-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CCOC1=C(CNCC2=CC=CO2)C=CC=C1OC	CCOc1c(CNCc2ccco2)cccc1OC	MolPort-000-121-770	InChI=1S/C15H19NO3/c1-3-18-15-12(6-4-8-14(15)17-2)10-16-11-13-7-5-9-19-13/h4-9,16H,3,10-11H2,1-2H3	BFJMTBZBVWHFKE-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CCOC1=CC=CC(CNCC2=CC=CO2)=C1	CCOc1cccc(CNCc2ccco2)c1	MolPort-000-121-771	InChI=1S/C14H17NO2/c1-2-16-13-6-3-5-12(9-13)10-15-11-14-7-4-8-17-14/h3-9,15H,2,10-11H2,1H3	UIGLLINBNCWDJU-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CCOC1=CC(CNCC2=CC=CO2)=CC(Cl)=C1OCC	CCOc1cc(CNCc2ccco2)cc(Cl)c1OCC	MolPort-000-121-772	InChI=1S/C16H20ClNO3/c1-3-19-15-9-12(8-14(17)16(15)20-4-2)10-18-11-13-6-5-7-21-13/h5-9,18H,3-4,10-11H2,1-2H3	JZZLZXNYHFQZRY-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(OCC2=CC(C)=CC=C2)C=CC(CNCC2=CC=CO2)=C1	COc1cc(CNCc2ccco2)ccc1OCc1cccc(C)c1	MolPort-000-121-773	InChI=1S/C21H23NO3/c1-16-5-3-6-18(11-16)15-25-20-9-8-17(12-21(20)23-2)13-22-14-19-7-4-10-24-19/h3-12,22H,13-15H2,1-2H3	IXSPJQKXKSXPKC-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(OCC2=C(C)C=CC=C2)C=CC(CNCC2=CC=CO2)=C1	COc1cc(CNCc2ccco2)ccc1OCc1ccccc1C	MolPort-000-121-774	InChI=1S/C21H23NO3/c1-16-6-3-4-7-18(16)15-25-20-10-9-17(12-21(20)23-2)13-22-14-19-8-5-11-24-19/h3-12,22H,13-15H2,1-2H3	UYKCNDZALBTAFU-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
C(NC1C2CC3CC(C2)CC1C3)C1=NC=CC=C1	C(NC1C2CC3CC(C2)CC1C3)c1ccccn1	MolPort-000-121-777	InChI=1S/C16H22N2/c1-2-4-17-15(3-1)10-18-16-13-6-11-5-12(8-13)9-14(16)7-11/h1-4,11-14,16,18H,5-10H2	KJGIBQZJZHZXPH-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
CN1N=NN=C1SCCNCC1=NC=CC=C1	Cn1nnnc1SCCNCc1ccccn1	MolPort-000-121-778	InChI=1S/C10H14N6S/c1-16-10(13-14-15-16)17-7-6-11-8-9-4-2-3-5-12-9/h2-5,11H,6-8H2,1H3	XUARZXFHJHNDMP-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(CNC2=CC=C(C=C2)N2CCOCC2)C=C(Cl)C=C1	COc1ccc(Cl)cc1CNc1ccc(cc1)N1CCOCC1	MolPort-000-121-779	InChI=1S/C18H21ClN2O2/c1-22-18-7-2-15(19)12-14(18)13-20-16-3-5-17(6-4-16)21-8-10-23-11-9-21/h2-7,12,20H,8-11,13H2,1H3	HWCVRUZPQQJUOU-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(CNC2=NNN=N2)C=C(Cl)C=C1	COc1ccc(Cl)cc1CNc1nn[nH]n1	MolPort-000-121-780	InChI=1S/C9H10ClN5O/c1-16-8-3-2-7(10)4-6(8)5-11-9-12-14-15-13-9/h2-4H,5H2,1H3,(H2,11,12,13,14,15)	HDDGCHIPYQMXGP-UHFFFAOYSA-N	< 50	< 50	100 - 250	12
COC1=C(CNCCSC2=NN=NN2C)C=C(Cl)C=C1	COc1ccc(Cl)cc1CNCCSc1nnnn1C	MolPort-000-121-781	InChI=1S/C12H16ClN5OS/c1-18-12(15-16-17-18)20-6-5-14-8-9-7-10(13)3-4-11(9)19-2/h3-4,7,14H,5-6,8H2,1-2H3	YKFQLKGVCLWNAI-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
COC1=C(CNC2=NN=NN2C)C=C(Cl)C=C1	COc1ccc(Cl)cc1CNc1nnnn1C	MolPort-000-121-782	InChI=1S/C10H12ClN5O/c1-16-10(13-14-15-16)12-6-7-5-8(11)3-4-9(7)17-2/h3-5H,6H2,1-2H3,(H,12,13,15)	HHLUQAGOYJUESA-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC(C)C1=CC=C(CNC2=NNC=N2)C=C1	CC(C)c1ccc(CNc2nc[nH]n2)cc1	MolPort-000-121-784	InChI=1S/C12H16N4/c1-9(2)11-5-3-10(4-6-11)7-13-12-14-8-15-16-12/h3-6,8-9H,7H2,1-2H3,(H2,13,14,15,16)	PNYRFDUUIJTFKC-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC(C)C1=CC=C(CNCCSC2=NN=NN2C)C=C1	CC(C)c1ccc(CNCCSc2nnnn2C)cc1	MolPort-000-121-786	InChI=1S/C14H21N5S/c1-11(2)13-6-4-12(5-7-13)10-15-8-9-20-14-16-17-18-19(14)3/h4-7,11,15H,8-10H2,1-3H3	LDRPJLGZPCQILG-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=CC=C(CNCC2=CC=C(C)C=C2)S1	Cc1ccc(CNCc2ccc(C)cc2)s1	MolPort-000-121-787	InChI=1S/C14H17NS/c1-11-3-6-13(7-4-11)9-15-10-14-8-5-12(2)16-14/h3-8,15H,9-10H2,1-2H3	SLNCZFKZHDRCBO-UHFFFAOYSA-N	< 50	< 50	100 - 250	10
OC(=O)C1=CC(NCC2=CC=CS2)=C(Cl)C=C1	OC(=O)c1ccc(Cl)c(NCc2cccs2)c1	MolPort-000-121-789	InChI=1S/C12H10ClNO2S/c13-10-4-3-8(12(15)16)6-11(10)14-7-9-2-1-5-17-9/h1-6,14H,7H2,(H,15,16)	GAQBFHCVQQXSMW-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=C(NCC2=CC=NC=C2)C=C(C=C1)C(O)=O	Cc1ccc(cc1NCc1ccncc1)C(O)=O	MolPort-000-121-791	InChI=1S/C14H14N2O2/c1-10-2-3-12(14(17)18)8-13(10)16-9-11-4-6-15-7-5-11/h2-8,16H,9H2,1H3,(H,17,18)	RYCJYLUYCRYJQF-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=C(NCC2=CC=NC=C2)C=CC(=C1)C(O)=O	Cc1cc(ccc1NCc1ccncc1)C(O)=O	MolPort-000-121-792	InChI=1S/C14H14N2O2/c1-10-8-12(14(17)18)2-3-13(10)16-9-11-4-6-15-7-5-11/h2-8,16H,9H2,1H3,(H,17,18)	KOWIGDXCNHPVSN-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
OC(=O)C1=CC(NCC2=CC=NC=C2)=C(Cl)C=C1	OC(=O)c1ccc(Cl)c(NCc2ccncc2)c1	MolPort-000-121-793	InChI=1S/C13H11ClN2O2/c14-11-2-1-10(13(17)18)7-12(11)16-8-9-3-5-15-6-4-9/h1-7,16H,8H2,(H,17,18)	VXZYALXKNRPJNL-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=C(C=CC=C1NCC1=CC=CN=C1)C(O)=O	Cc1c(NCc2cccnc2)cccc1C(O)=O	MolPort-000-121-794	InChI=1S/C14H14N2O2/c1-10-12(14(17)18)5-2-6-13(10)16-9-11-4-3-7-15-8-11/h2-8,16H,9H2,1H3,(H,17,18)	NGXRKJYCGOTLFE-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=C(NCC2=CC=CN=C2)C=CC(=C1)C(O)=O	Cc1cc(ccc1NCc1cccnc1)C(O)=O	MolPort-000-121-795	InChI=1S/C14H14N2O2/c1-10-7-12(14(17)18)4-5-13(10)16-9-11-3-2-6-15-8-11/h2-8,16H,9H2,1H3,(H,17,18)	KGPWPUWDOGLDKM-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=CC=C(CNC2=C(C=CC=C2)C(O)=O)S1	Cc1ccc(CNc2ccccc2C(O)=O)s1	MolPort-000-121-796	InChI=1S/C13H13NO2S/c1-9-6-7-10(17-9)8-14-12-5-3-2-4-11(12)13(15)16/h2-7,14H,8H2,1H3,(H,15,16)	WSDPHIKQTZXFMK-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=CC=C(CNC2=C(C)C=CC(=C2)C(O)=O)S1	Cc1ccc(CNc2cc(ccc2C)C(O)=O)s1	MolPort-000-121-797	InChI=1S/C14H15NO2S/c1-9-3-5-11(14(16)17)7-13(9)15-8-12-6-4-10(2)18-12/h3-7,15H,8H2,1-2H3,(H,16,17)	WQGYPZFFTVMXHY-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
CC1=CC=C(CNC2=C(Cl)C=CC(=C2)C(O)=O)S1	Cc1ccc(CNc2cc(ccc2Cl)C(O)=O)s1	MolPort-000-121-798	InChI=1S/C13H12ClNO2S/c1-8-2-4-10(18-8)7-15-12-6-9(13(16)17)3-5-11(12)14/h2-6,15H,7H2,1H3,(H,16,17)	FJQCASYODYFNMN-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
COC1=C(NCC2=CC=C(C)S2)C=C(C=C1)C(O)=O	COc1ccc(cc1NCc1ccc(C)s1)C(O)=O	MolPort-000-121-799	InChI=1S/C14H15NO3S/c1-9-3-5-11(19-9)8-15-12-7-10(14(16)17)4-6-13(12)18-2/h3-7,15H,8H2,1-2H3,(H,16,17)	OSFBIZPDAKSMIC-UHFFFAOYSA-N	< 50	< 50	50 - 100	10
